Date,Ref Price,CE Strike,CE Entry,CE SL Level,CE Exit,CE PnL,PE Strike,PE Entry,PE SL Level,PE Exit,PE PnL,Total PnL,CE Status,PE Status,CE pct,PE pct,CE pct.1,PE pct.1,net pnl,cum pnl,CE_Qty_BTC,PE_Qty_BTC,CE_Entry_Fee_pct,PE_Entry_Fee_pct,CE_Exit_Fee_pct,PE_Exit_Fee_pct,Total_Commissions_pct,True_Net_PnL_After_Fees
2025-01-11 00:00:00,94792.4,C-BTC-97000-110125,87,348,1,86,P-BTC-91400-110125,55,220,1,54,140,TP Hit,TP Hit,0.988505747,0.981818182,1,1,2,14,0.011,0.018,0.0395241,0.040887,0.0004543,0.0007434,0.0816088,1.9183912
2025-01-12 00:00:00,94239.5,C-BTC-95800-120125,32,128,1,31,P-BTC-92800-120125,43,172,1,42,73,TP Hit,TP Hit,0.96875,0.976744186,1,1,2,16,0.031,0.023,0.0409696,0.0408457,0.0012803,0.0009499,0.0840455,1.9159545
2025-01-13 00:00:00,95005.3,C-BTC-96000-130125,262,1048,1,261,P-BTC-92200-130125,34,136,136,-102,159,TP Hit,SL Hit,0.996183206,-3,1,-3,-2,14,0.004,0.029,0.0432824,0.0407218,0.0001652,0.1628872,0.2470566,-2.2470566
2025-01-14 00:00:00,92092.1,C-BTC-94000-140125,179,716,716,-537,P-BTC-89200-140125,72,288,1,71,-466,SL Hit,TP Hit,-3,0.986111111,-3,1,-2,12,0.006,0.014,0.0443562,0.0416304,0.065201207,0.0005782,0.151766007,-2.151766007
2025-01-15 00:00:00,96689.7,C-BTC-100000-150125,50,200,1,49,P-BTC-92600-150125,35,140,1,34,83,TP Hit,TP Hit,0.98,0.971428571,1,1,2,14,0.02,0.029,0.0413,0.0419195,0.000826,0.0011977,0.0852432,1.9147568
2025-01-16 00:00:00,99449.1,C-BTC-102000-160125,79,316,1,78,P-BTC-97000-160125,83,332,1,82,160,TP Hit,TP Hit,0.987341772,0.987951807,1,1,2,16,0.013,0.012,0.0424151,0.0411348,0.0005369,0.0004956,0.0845824,1.9154176
2025-01-17 00:00:00,99433.3,C-BTC-100000-170125,459,1836,1836,-1377,P-BTC-97000-170125,99,396,1,98,-1279,SL Hit,TP Hit,-3,0.98989899,-3,1,-2,14,0.002,0.01,0.023466259,0.040887,0.023466259,0.000413,0.088232518,-2.088232518
2025-01-18 00:00:00,104833.6,C-BTC-107200-180125,150,600,1,149,P-BTC-102000-180125,78,312,1,77,226,TP Hit,TP Hit,0.993333333,0.987179487,1,1,2,16,0.007,0.013,0.043365,0.0418782,0.0002891,0.0005369,0.0860692,1.9139308
2025-01-19 00:00:00,104217.2,C-BTC-106800-190125,38,152,1,37,P-BTC-102000-190125,51,204,1,50,87,TP Hit,TP Hit,0.973684211,0.980392157,1,1,2,18,0.026,0.02,0.0408044,0.042126,0.0010738,0.000826,0.0848302,1.9151698
2025-01-20 00:00:00,104999,C-BTC-110000-200125,86,344,344,-258,P-BTC-102000-200125,103,412,412,-309,-567,SL Hit,SL Hit,-3,-3,-3,-3,-6,12,0.012,0.01,0.0426216,0.042539,0.148678584,0.12389882,0.357738004,-6.357738004
2025-01-21 00:00:00,103645.8,C-BTC-111200-210125,230,920,1,229,P-BTC-96000-210125,165,660,1,164,393,TP Hit,TP Hit,0.995652174,0.993939394,1,1,2,14,0.004,0.006,0.037996,0.040887,0.0001652,0.0002478,0.079296,1.920704
2025-01-22 00:00:00,106675.1,C-BTC-113600-220125,64,256,1,63,P-BTC-100000-220125,62,248,1,61,124,TP Hit,TP Hit,0.984375,0.983870968,1,1,2,16,0.016,0.016,0.0422912,0.0409696,0.0006608,0.0006608,0.0845824,1.9154176
2025-01-23 00:00:00,104060.8,C-BTC-109200-230125,35,140,1,34,P-BTC-100400-230125,69,276,1,68,102,TP Hit,TP Hit,0.971428571,0.985507246,1,1,2,18,0.029,0.014,0.0419195,0.0398958,0.0011977,0.0005782,0.0835912,1.9164088
2025-01-24 00:00:00,105436.5,C-BTC-113000-240125,79,316,1,78,P-BTC-103000-240125,343,1372,1,342,420,TP Hit,TP Hit,0.987341772,0.997084548,1,1,2,20,0.013,0.003,0.0424151,0.037324521,0.0005369,0.0001239,0.080400421,1.919599579
2025-01-25 00:00:00,106350.6,C-BTC-110000-250125,53,212,1,52,P-BTC-103000-250125,50,200,1,49,101,TP Hit,TP Hit,0.981132075,0.98,1,1,2,22,0.019,0.02,0.0415891,0.0413,0.0007847,0.000826,0.0844998,1.9155002
2025-01-26 00:00:00,105003.9,C-BTC-107200-260125,31,124,1,30,P-BTC-103000-260125,44,176,1,43,73,TP Hit,TP Hit,0.967741935,0.977272727,1,1,2,24,0.032,0.023,0.0409696,0.0417956,0.0013216,0.0009499,0.0850367,1.9149633
2025-01-27 00:00:00,105217.9,C-BTC-109200-270125,30,120,1,29,P-BTC-104000-270125,187,748,748,-561,-532,TP Hit,SL Hit,0.966666667,-3,1,-3,-2,22,0.033,0.005,0.040887,0.0386155,0.0013629,0.062078561,0.142943961,-2.142943961
2025-01-28 00:00:00,99451.4,C-BTC-105600-280125,30,120,1,29,P-BTC-95600-280125,84,336,1,83,112,TP Hit,TP Hit,0.966666667,0.988095238,1,1,2,24,0.033,0.012,0.040887,0.0416304,0.0013629,0.0004956,0.0843759,1.9156241
2025-01-29 00:00:00,102184.4,C-BTC-104400-290125,90,360,1,89,P-BTC-98000-290125,48,192,1,47,136,TP Hit,TP Hit,0.988888889,0.979166667,1,1,2,26,0.011,0.021,0.040887,0.0416304,0.0004543,0.0008673,0.083839,1.916161
2025-01-30 00:00:00,102577.4,C-BTC-108000-300125,58,232,1,57,P-BTC-96400-300125,54,216,1,53,110,TP Hit,TP Hit,0.982758621,0.981481481,1,1,2,28,0.017,0.019,0.0407218,0.0423738,0.0007021,0.0007847,0.0845824,1.9154176
2025-01-31 00:00:00,105537.6,C-BTC-106600-310125,423.9,1695.6,1,422.9,P-BTC-100000-310125,36,144,1,35,457.9,TP Hit,TP Hit,0.997640953,0.972222222,1,1,2,30,0.002,0.028,0.024906874,0.0416304,0.0000826,0.0011564,0.067776274,1.932223726
2025-02-01 00:00:00,102724.4,C-BTC-105800-010225,38,152,1,37,P-BTC-98800-010225,37,148,1,36,73,TP Hit,TP Hit,0.973684211,0.972972973,1,1,2,32,0.026,0.027,0.0408044,0.0412587,0.0010738,0.0011151,0.084252,1.915748
2025-02-02 00:00:00,102022.3,C-BTC-102800-020225,113,452,1,112,P-BTC-101200-020225,97,388,388,-291,-179,TP Hit,SL Hit,0.991150442,-3,1,-3,-2,30,0.009,0.01,0.0420021,0.040061,0.0003717,0.120386314,0.202821114,-2.202821114
2025-02-03 00:00:00,97006.5,C-BTC-100000-030225,167,668,1,166,P-BTC-94400-030225,294,1176,1176,-882,-716,TP Hit,SL Hit,0.994011976,-3,1,-3,-2,28,0.006,0.003,0.0413826,0.034340301,0.0002478,0.034340301,0.110311002,-2.110311002
2025-02-04 00:00:00,100087.4,C-BTC-104400-040225,90,360,1,89,P-BTC-94400-040225,51,204,1,50,139,TP Hit,TP Hit,0.988888889,0.980392157,1,1,2,30,0.011,0.02,0.040887,0.042126,0.0004543,0.000826,0.0842933,1.9157067
2025-02-05 00:00:00,99353.4,C-BTC-102000-050225,234,936,1,233,P-BTC-94000-050225,60,240,1,59,292,TP Hit,TP Hit,0.995726496,0.983333333,1,1,2,32,0.004,0.017,0.0386568,0.042126,0.0001652,0.0007021,0.0816501,1.9183499
2025-02-06 00:00:00,96652.7,C-BTC-100800-060225,49,196,1,48,P-BTC-92000-060225,64,256,1,63,111,TP Hit,TP Hit,0.979591837,0.984375,1,1,2,34,0.02,0.016,0.040474,0.0422912,0.000826,0.0006608,0.084252,1.915748
2025-02-07 00:00:00,96184.9,C-BTC-100000-070225,46,184,1,45,P-BTC-92000-070225,50,200,1,49,94,TP Hit,TP Hit,0.97826087,0.98,1,1,2,36,0.022,0.02,0.0417956,0.0413,0.0009086,0.000826,0.0848302,1.9151698
2025-02-08 00:00:00,97769.7,C-BTC-100000-080225,55,220,1,54,P-BTC-94000-080225,46,184,1,45,99,TP Hit,TP Hit,0.981818182,0.97826087,1,1,2,38,0.018,0.022,0.040887,0.0417956,0.0007434,0.0009086,0.0843346,1.9156654
2025-02-09 00:00:00,96511.4,C-BTC-98200-090225,45,180,1,44,P-BTC-95400-090225,72,288,1,71,115,TP Hit,TP Hit,0.977777778,0.986111111,1,1,2,40,0.022,0.014,0.040887,0.0416304,0.0009086,0.0005782,0.0840042,1.9159958
2025-02-10 00:00:00,96157,C-BTC-98800-100225,56,224,1,55,P-BTC-95600-100225,404,1616,1,403,458,TP Hit,TP Hit,0.982142857,0.997524752,1,1,2,42,0.018,0.002,0.0416304,0.022693052,0.0007434,0.0000826,0.065149452,1.934850548
2025-02-11 00:00:00,97542.1,C-BTC-99600-110225,77,308,1,76,P-BTC-94800-110225,35,140,1,34,110,TP Hit,TP Hit,0.987012987,0.971428571,1,1,2,44,0.013,0.029,0.0413413,0.0419195,0.0005369,0.0011977,0.0849954,1.9150046
2025-02-12 00:00:00,95533.3,C-BTC-98600-120225,36,144,1,35,P-BTC-92400-120225,50,200,1,49,84,TP Hit,TP Hit,0.972222222,0.98,1,1,2,46,0.028,0.02,0.0416304,0.0413,0.0011564,0.000826,0.0849128,1.9150872
2025-02-13 00:00:00,96920.3,C-BTC-98400-130225,156,624,1,155,P-BTC-94400-130225,65,260,1,64,219,TP Hit,TP Hit,0.993589744,0.984615385,1,1,2,48,0.006,0.015,0.0386568,0.0402675,0.0002478,0.0006195,0.0797916,1.9202084
2025-02-14 00:00:00,95984.9,C-BTC-98000-140225,111,444,1,110,P-BTC-93000-140225,40,160,1,39,149,TP Hit,TP Hit,0.990990991,0.975,1,1,2,50,0.009,0.025,0.0412587,0.0413,0.0003717,0.0010325,0.0839629,1.9160371
2025-02-15 00:00:00,98302.2,C-BTC-101200-150225,30,120,1,29,P-BTC-96400-150225,66,264,1,65,94,TP Hit,TP Hit,0.966666667,0.984848485,1,1,2,52,0.033,0.015,0.040887,0.040887,0.0013629,0.0006195,0.0837564,1.9162436
2025-02-16 00:00:00,97588.6,C-BTC-99000-160225,35,140,1,34,P-BTC-96200-160225,31,124,1,30,64,TP Hit,TP Hit,0.971428571,0.967741935,1,1,2,54,0.029,0.032,0.0419195,0.0409696,0.0011977,0.0013216,0.0854084,1.9145916
2025-02-17 00:00:00,96891.3,C-BTC-99000-170225,53,212,1,52,P-BTC-94400-170225,41,164,1,40,92,TP Hit,TP Hit,0.981132075,0.975609756,1,1,2,56,0.019,0.024,0.0415891,0.0406392,0.0007847,0.0009912,0.0840042,1.9159958
2025-02-18 00:00:00,95250.9,C-BTC-97600-180225,32,128,1,31,P-BTC-94800-180225,321,1284,1,320,351,TP Hit,TP Hit,0.96875,0.996884735,1,1,2,58,0.031,0.003,0.0409696,0.033718819,0.0012803,0.0001239,0.076092619,1.923907381
2025-02-19 00:00:00,93817.6,C-BTC-97000-190225,35,140,1,34,P-BTC-92000-190225,125,500,1,124,158,TP Hit,TP Hit,0.971428571,0.992,1,1,2,60,0.029,0.008,0.0419195,0.0413,0.0011977,0.0003304,0.0847476,1.9152524
2025-02-20 00:00:00,95624.8,C-BTC-97600-200225,55,220,220,-165,P-BTC-94400-200225,99,396,1,98,-67,SL Hit,TP Hit,-3,0.98989899,-3,1,-2,58,0.018,0.01,0.040887,0.040887,0.163548,0.000413,0.245735,-2.245735
2025-02-21 00:00:00,98309.3,C-BTC-99000-210225,246,984,1,245,P-BTC-96800-210225,80,320,1,79,324,TP Hit,TP Hit,0.995934959,0.9875,1,1,2,60,0.004,0.012,0.0406392,0.039648,0.0001652,0.0004956,0.080948,1.919052
2025-02-22 00:00:00,96392.1,C-BTC-99000-220225,31,124,1,30,P-BTC-92800-220225,34,136,1,33,63,TP Hit,TP Hit,0.967741935,0.970588235,1,1,2,62,0.032,0.029,0.0409696,0.0407218,0.0013216,0.0011977,0.0842107,1.9157893
2025-02-23 00:00:00,96433.7,C-BTC-96800-230225,199,796,1,198,P-BTC-95600-230225,60,240,1,59,257,TP Hit,TP Hit,0.994974874,0.983333333,1,1,2,64,0.005,0.017,0.0410935,0.042126,0.0002065,0.0007021,0.0841281,1.9158719
2025-02-24 00:00:00,95733.7,C-BTC-98000-240225,62,248,1,61,P-BTC-92800-240225,30,120,1,29,90,TP Hit,TP Hit,0.983870968,0.966666667,1,1,2,66,0.016,0.033,0.0409696,0.040887,0.0006608,0.0013629,0.0838803,1.9161197
2025-02-25 00:00:00,94230.5,C-BTC-96800-250225,37,148,1,36,P-BTC-92000-250225,59,236,236,-177,-141,TP Hit,SL Hit,0.972972973,-3,1,-3,-2,64,0.027,0.017,0.0412587,0.0414239,0.0011151,0.1656956,0.2494933,-2.2494933
2025-02-26 00:00:00,87035.6,C-BTC-92000-260225,55,220,1,54,P-BTC-83200-260225,111,444,1,110,164,TP Hit,TP Hit,0.981818182,0.990990991,1,1,2,66,0.018,0.009,0.040887,0.0412587,0.0007434,0.0003717,0.0832608,1.9167392
2025-02-27 00:00:00,84265.6,C-BTC-90000-270225,33,132,1,32,P-BTC-81200-270225,287,1148,1,286,318,TP Hit,TP Hit,0.96969697,0.996515679,1,1,2,68,0.03,0.003,0.040887,0.029830022,0.001239,0.0001239,0.072079922,1.927920078
2025-02-28 00:00:00,84560.3,C-BTC-88000-280225,51,204,1,50,P-BTC-81000-280225,111,444,444,-333,-283,TP Hit,SL Hit,0.980392157,-3,1,-3,-2,66,0.02,0.009,0.042126,0.0412587,0.000826,0.089803039,0.174013739,-2.174013739
2025-03-01 00:00:00,84563,C-BTC-88600-010325,35,140,1,34,P-BTC-79000-010325,46,184,1,45,79,TP Hit,TP Hit,0.971428571,0.97826087,1,1,2,68,0.029,0.022,0.0419195,0.0417956,0.0011977,0.0009086,0.0858214,1.9141786
2025-03-02 00:00:00,85311.1,C-BTC-87000-020325,44,176,1,43,P-BTC-83000-020325,31,124,1,30,73,TP Hit,TP Hit,0.977272727,0.967741935,1,1,2,70,0.023,0.032,0.0417956,0.0409696,0.0009499,0.0013216,0.0850367,1.9149633
2025-03-03 00:00:00,92829.8,C-BTC-98800-030325,166,664,1,165,P-BTC-89400-030325,412,1648,1,411,576,TP Hit,TP Hit,0.993975904,0.997572816,1,1,2,72,0.006,0.002,0.0411348,0.021907833,0.0002478,0.0000826,0.063373033,1.936626967
2025-03-04 00:00:00,87470.7,C-BTC-94600-040325,38,152,1,37,P-BTC-80800-040325,46,184,184,-138,-101,TP Hit,SL Hit,0.973684211,-3,1,-3,-2,70,0.026,0.022,0.0408044,0.0417956,0.0010738,0.1671824,0.2508562,-2.2508562
2025-03-05 00:00:00,86698.2,C-BTC-93000-050325,40,160,1,39,P-BTC-80000-050325,78,312,1,77,116,TP Hit,TP Hit,0.975,0.987179487,1,1,2,72,0.025,0.013,0.0413,0.0418782,0.0010325,0.0005369,0.0847476,1.9152524
2025-03-06 00:00:00,89744.9,C-BTC-93200-060325,135,540,1,134,P-BTC-83000-060325,39,156,1,38,172,TP Hit,TP Hit,0.992592593,0.974358974,1,1,2,74,0.007,0.026,0.0390285,0.0418782,0.0002891,0.0010738,0.0822696,1.9177304
2025-03-07 00:00:00,88384.1,C-BTC-92800-070325,60,240,240,-180,P-BTC-87400-070325,533,2132,2132,-1599,-1779,SL Hit,SL Hit,-3,-3,-3,-3,-6,68,0.017,0.002,0.042126,0.020858648,0.168504,0.020858648,0.252347295,-6.252347295
2025-03-08 00:00:00,88802.9,C-BTC-94000-080325,97,388,1,96,P-BTC-82000-080325,95.6,382.4,1,94.6,190.6,TP Hit,TP Hit,0.989690722,0.989539749,1,1,2,70,0.01,0.01,0.040061,0.0394828,0.000413,0.000413,0.0803698,1.9196302
2025-03-09 00:00:00,85971.1,C-BTC-88400-090325,50,200,1,49,P-BTC-84000-090325,54,216,1,53,102,TP Hit,TP Hit,0.98,0.981481481,1,1,2,72,0.02,0.019,0.0413,0.0423738,0.000826,0.0007847,0.0852845,1.9147155
2025-03-10 00:00:00,82759.9,C-BTC-86200-100325,101,404,1,100,P-BTC-79600-100325,219,876,1,218,318,TP Hit,TP Hit,0.99009901,0.99543379,1,1,2,74,0.01,0.005,0.041713,0.0452235,0.000413,0.0002065,0.087556,1.912444
2025-03-11 00:00:00,77899.6,C-BTC-83800-110325,40,160,1,39,P-BTC-75200-110325,310,1240,1,309,348,TP Hit,TP Hit,0.975,0.996774194,1,1,2,76,0.025,0.003,0.0413,0.027576458,0.0010325,0.0001239,0.070032858,1.929967142
2025-03-12 00:00:00,83324.5,C-BTC-88800-120325,34,136,1,33,P-BTC-77800-120325,37,148,1,36,69,TP Hit,TP Hit,0.970588235,0.972972973,1,1,2,78,0.029,0.027,0.0407218,0.0412587,0.0011977,0.0011151,0.0842933,1.9157067
2025-03-13 00:00:00,82537.8,C-BTC-85000-130325,116,464,1,115,P-BTC-77000-130325,38,152,1,37,152,TP Hit,TP Hit,0.99137931,0.973684211,1,1,2,80,0.009,0.026,0.0431172,0.0408044,0.0003717,0.0010738,0.0853671,1.9146329
2025-03-14 00:00:00,80800.2,C-BTC-85000-140325,36,144,1,35,P-BTC-76000-140325,43,172,1,42,77,TP Hit,TP Hit,0.972222222,0.976744186,1,1,2,82,0.028,0.023,0.0416304,0.0408457,0.0011564,0.0009499,0.0845824,1.9154176
2025-03-15 00:00:00,84565.5,C-BTC-86000-150325,95,380,1,94,P-BTC-82000-150325,61,244,1,60,154,TP Hit,TP Hit,0.989473684,0.983606557,1,1,2,84,0.011,0.016,0.0431585,0.0403088,0.0004543,0.0006608,0.0845824,1.9154176
2025-03-16 00:00:00,84116.3,C-BTC-85000-160325,73,292,1,72,P-BTC-82800-160325,50,200,1,49,121,TP Hit,TP Hit,0.98630137,0.98,1,1,2,86,0.014,0.02,0.0422086,0.0413,0.0005782,0.000826,0.0849128,1.9150872
2025-03-17 00:00:00,83661,C-BTC-87200-170325,51,204,1,50,P-BTC-80000-170325,67,268,1,66,116,TP Hit,TP Hit,0.980392157,0.985074627,1,1,2,88,0.02,0.015,0.042126,0.0415065,0.000826,0.0006195,0.085078,1.914922
2025-03-18 00:00:00,84572.5,C-BTC-87200-180325,53,212,1,52,P-BTC-81800-180325,42,168,168,-126,-74,TP Hit,SL Hit,0.981132075,-3,1,-3,-2,86,0.019,0.024,0.0415891,0.0416304,0.0007847,0.1665216,0.2505258,-2.2505258
2025-03-19 00:00:00,81878.2,C-BTC-82600-190325,263,1052,1052,-789,P-BTC-78400-190325,31,124,1,30,-759,SL Hit,TP Hit,-3,0.967741935,-3,1,-2,84,0.004,0.032,0.03864651,0.0409696,0.03864651,0.0013216,0.119584221,-2.119584221
2025-03-20 00:00:00,85558.3,C-BTC-88000-200325,84,336,336,-252,P-BTC-81600-200325,39,156,1,38,-214,SL Hit,TP Hit,-3,0.974358974,-3,1,-2,82,0.012,0.026,0.0416304,0.0418782,0.121150553,0.0010738,0.205732953,-2.205732953
2025-03-21 00:00:00,84147.9,C-BTC-85200-210325,210,840,1,209,P-BTC-81000-210325,40,160,1,39,248,TP Hit,TP Hit,0.995238095,0.975,1,1,2,84,0.005,0.025,0.043365,0.0413,0.0002065,0.0010325,0.085904,1.914096
2025-03-22 00:00:00,84049.5,C-BTC-85200-220325,53,212,1,52,P-BTC-83000-220325,82,328,1,81,133,TP Hit,TP Hit,0.981132075,0.987804878,1,1,2,86,0.019,0.012,0.0415891,0.0406392,0.0007847,0.0004956,0.0835086,1.9164914
2025-03-23 00:00:00,84236.3,C-BTC-84800-230325,50,200,200,-150,P-BTC-83800-230325,76,304,1,75,-75,SL Hit,TP Hit,-3,0.986842105,-3,1,-2,84,0.02,0.013,0.0413,0.0408044,0.1652,0.0005369,0.2478413,-2.2478413
2025-03-24 00:00:00,84960.7,C-BTC-86800-240325,66,264,264,-198,P-BTC-83400-240325,68,272,1,67,-131,SL Hit,TP Hit,-3,0.985294118,-3,1,-2,82,0.015,0.015,0.040887,0.042126,0.150380439,0.0006195,0.234012939,-2.234012939
2025-03-25 00:00:00,88404.7,C-BTC-89800-250325,102,408,1,101,P-BTC-86400-250325,63,252,252,-189,-88,TP Hit,SL Hit,0.990196078,-3,1,-3,-2,80,0.01,0.016,0.042126,0.0416304,0.000413,0.1665216,0.250691,-2.250691
2025-03-26 00:00:00,87863,C-BTC-88800-260325,135,540,1,134,P-BTC-86200-260325,57,228,1,56,190,TP Hit,TP Hit,0.992592593,0.98245614,1,1,2,82,0.007,0.018,0.0390285,0.0423738,0.0002891,0.0007434,0.0824348,1.9175652
2025-03-27 00:00:00,86267.8,C-BTC-88000-270325,58,232,1,57,P-BTC-84000-270325,55,220,1,54,111,TP Hit,TP Hit,0.982758621,0.981818182,1,1,2,84,0.017,0.018,0.0407218,0.040887,0.0007021,0.0007434,0.0830543,1.9169457
2025-03-28 00:00:00,87279.6,C-BTC-88000-280325,160,640,1,159,P-BTC-86000-280325,131,524,524,-393,-234,TP Hit,SL Hit,0.99375,-3,1,-3,-2,82,0.006,0.008,0.039648,0.0432824,0.0002478,0.082391942,0.165570142,-2.165570142
2025-03-29 00:00:00,83889.3,C-BTC-85800-290325,30,120,1,29,P-BTC-82400-290325,137,548,1,136,165,TP Hit,TP Hit,0.966666667,0.99270073,1,1,2,84,0.033,0.007,0.040887,0.0396067,0.0013629,0.0002891,0.0821457,1.9178543
2025-03-30 00:00:00,82381.9,C-BTC-84000-300325,32,128,1,31,P-BTC-80400-300325,92,368,1,91,122,TP Hit,TP Hit,0.96875,0.989130435,1,1,2,86,0.031,0.011,0.0409696,0.0417956,0.0012803,0.0004543,0.0844998,1.9155002
2025-03-31 00:00:00,82774,C-BTC-83600-310325,333,1332,1,332,P-BTC-78800-310325,65,260,260,-195,137,TP Hit,SL Hit,0.996996997,-3,1,-3,-2,84,0.003,0.015,0.029301996,0.0402675,0.0001239,0.14650998,0.216203376,-2.216203376
2025-04-01 00:00:00,83318.3,C-BTC-85600-010425,38,152,1,37,P-BTC-82600-010425,284,1136,1,283,320,TP Hit,TP Hit,0.973684211,0.996478873,1,1,2,86,0.026,0.004,0.0408044,0.039326238,0.0010738,0.0001652,0.081369638,1.918630362
2025-04-02 00:00:00,85147.6,C-BTC-87200-020425,47,188,1,46,P-BTC-82400-020425,38,152,1,37,83,TP Hit,TP Hit,0.978723404,0.973684211,1,1,2,88,0.021,0.026,0.0407631,0.0408044,0.0008673,0.0010738,0.0835086,1.9164914
2025-04-03 00:00:00,86353.8,C-BTC-89600-030425,76,304,304,-228,P-BTC-81600-030425,89,356,356,-267,-495,SL Hit,SL Hit,-3,-3,-3,-3,-6,82,0.013,0.011,0.0408044,0.0404327,0.132466729,0.112087232,0.325791062,-6.325791062
2025-04-04 00:00:00,82096.1,C-BTC-84400-040425,76.5,306,306,-229.5,P-BTC-79000-040425,99,396,1,98,-131.5,SL Hit,TP Hit,-3,0.98989899,-3,1,-2,80,0.013,0.01,0.04107285,0.040887,0.125935417,0.000413,0.208308267,-2.208308267
2025-04-05 00:00:00,83965.2,C-BTC-86400-050425,40.3,161.2,1,39.3,P-BTC-80000-050425,39,156,1,38,77.3,TP Hit,TP Hit,0.975186104,0.974358974,1,1,2,82,0.025,0.026,0.04160975,0.0418782,0.0010325,0.0010738,0.08559425,1.91440575
2025-04-06 00:00:00,83076.9,C-BTC-83600-060425,134,536,1,133,P-BTC-81200-060425,36,144,1,35,168,TP Hit,TP Hit,0.992537313,0.972222222,1,1,2,84,0.007,0.028,0.0387394,0.0416304,0.0002891,0.0011564,0.0818153,1.9181847
2025-04-07 00:00:00,79150.7,C-BTC-85000-070425,50,200,1,49,P-BTC-75600-070425,400,1600,1,399,448,TP Hit,TP Hit,0.98,0.9975,1,1,2,86,0.02,0.002,0.0413,0.018679565,0.000826,0.0000826,0.060888165,1.939111835
2025-04-08 00:00:00,78773.6,C-BTC-83600-080425,32,128,1,31,P-BTC-72800-080425,46,184,1,45,76,TP Hit,TP Hit,0.96875,0.97826087,1,1,2,88,0.031,0.022,0.0409696,0.0417956,0.0012803,0.0009086,0.0849541,1.9150459
2025-04-09 00:00:00,77293.3,C-BTC-81000-090425,53,212,1,52,P-BTC-73200-090425,75,300,300,-225,-173,TP Hit,SL Hit,0.981132075,-3,1,-3,-2,86,0.019,0.013,0.0415891,0.0402675,0.0007847,0.118567922,0.201209222,-2.201209222
2025-04-10 00:00:00,81882,C-BTC-85600-100425,92,368,1,91,P-BTC-75000-100425,30,120,1,29,120,TP Hit,TP Hit,0.989130435,0.966666667,1,1,2,88,0.011,0.033,0.0417956,0.040887,0.0004543,0.0013629,0.0844998,1.9155002
